2026-01-10 16: 52: 52,"3축 값 : 64824, 65372, 17848"
2026-01-10 16: 52: 52,습도: 39.20 %	온도: 21.20 °C
2026-01-10 16: 52: 52,조도센서 값 : 557
2026-01-10 16: 52: 55,"3축 값 : 64792, 65284, 17864"
2026-01-10 16: 52: 55,습도: 38.90 %	온도: 21.20 °C
2026-01-10 16: 52: 55,조도센서 값 : 511
2026-01-10 16: 52: 57,"3축 값 : 64796, 65276, 17896"
2026-01-10 16: 52: 57,습도: 38.70 %	온도: 21.20 °C
2026-01-10 16: 52: 57,조도센서 값 : 579
2026-01-10 16: 52: 59,"3축 값 : 64724, 65372, 17864"
2026-01-10 16: 52: 59,습도: 38.50 %	온도: 21.20 °C
2026-01-10 16: 52: 59,조도센서 값 : 668
2026-01-10 16: 53: 01,"3축 값 : 64824, 65300, 17832"
2026-01-10 16: 53: 01,습도: 38.30 %	온도: 21.20 °C
2026-01-10 16: 53: 01,조도센서 값 : 729
2026-01-10 16: 53: 03,"3축 값 : 64724, 65256, 17336"
2026-01-10 16: 53: 03,습도: 38.20 %	온도: 21.20 °C
2026-01-10 16: 53: 03,조도센서 값 : 592
2026-01-10 16: 53: 05,"3축 값 : 64756, 65240, 17780"
2026-01-10 16: 53: 05,습도: 38.00 %	온도: 21.20 °C
2026-01-10 16: 53: 05,조도센서 값 : 540
2026-01-10 16: 53: 07,"3축 값 : 64936, 65356, 17680"
2026-01-10 16: 53: 07,습도: 37.80 %	온도: 21.20 °C
